SPECIES,LONG_WGS84,LAT_WGS84
Otospermophilus beecheyi,-121.5667,36.2961
Otospermophilus beecheyi,-121.56789,36.31007
Otospermophilus beecheyi,-121.324546,36.073785
Otospermophilus beecheyi,-121.538184,39.645123
Otospermophilus beecheyi,-121.618823,39.647427
Otospermophilus beecheyi,-121.601151,39.650145
Otospermophilus beecheyi,-121.587827,39.650182
Otospermophilus beecheyi,-121.533165,39.646711
Otospermophilus beecheyi,-120.6724,36.4443
Otospermophilus beecheyi,-119.81376,39.20833
Otospermophilus beecheyi,-120.80917,36.57583
Otospermophilus beecheyi,-116.90563,34.17714
Otospermophilus beecheyi,-119.601803,37.513824
Otospermophilus beecheyi,-118.496531,33.441682
Otospermophilus beecheyi,-116.78,32.64
Otospermophilus beecheyi,-122.0607,42.7681
Otospermophilus beecheyi,-120.848,37.06051
Otospermophilus beecheyi,-118.098851,36.57807
Otospermophilus beecheyi,-122.11396,37.88555
Otospermophilus beecheyi,-121.717158,37.341721
Otospermophilus beecheyi,-122.194234,38.044569
Otospermophilus beecheyi,-123.9831,45.1069
Otospermophilus beecheyi,-123.320387,41.055736
Otospermophilus beecheyi,-119.94571,39.00222
Otospermophilus beecheyi,-116.929282,33.932986
Otospermophilus beecheyi,-121.285,45.6961
Otospermophilus beecheyi,-121.95638,37.6986
Otospermophilus beecheyi,-121.575969,37.637842
Otospermophilus beecheyi,-121.91991,37.597901
Otospermophilus beecheyi,-121.8196,37.4925
Otospermophilus beecheyi,-122.19084,37.458045
Otospermophilus beecheyi,-117.141916,33.988085
Otospermophilus beecheyi,-116.928644,33.86095
Otospermophilus beecheyi,-120.9793,45.6356
Otospermophilus beecheyi,-120.9146,45.6356
Otospermophilus beecheyi,-120.980201,45.667739
Otospermophilus beecheyi,-123.113444,38.539353
Otospermophilus beecheyi,-122.361633,38.250066
Otospermophilus beecheyi,-122.838527,41.61212
Otospermophilus beecheyi,-119.69908,38.90292
Otospermophilus beecheyi,-121.541689,38.961181
Otospermophilus beecheyi,-116.593253,33.909952
Otospermophilus beecheyi,-116.90214,33.940267
Otospermophilus beecheyi,-116.929196,33.95529
Otospermophilus beecheyi,-116.791225,33.893102
Otospermophilus beecheyi,-120.83,39.2
Otospermophilus variegatus,-104.820833,38.83388
Otospermophilus variegatus,-110.7494,31.7639
Otospermophilus variegatus,-111.6347,35.4958
Otospermophilus variegatus,-112.8819,37.88525
Otospermophilus variegatus,-105.00723,37.504985
Otospermophilus variegatus,-106.13057,38.842207
Otospermophilus variegatus,-105.91379,33.672182
Otospermophilus variegatus,-109.55312,37.28441
Otospermophilus variegatus,-111.86009,38.95766
Otospermophilus variegatus,-114.885,39.90056
Otospermophilus variegatus,-112.63951,38.27545
Otospermophilus variegatus,-116.45452,37.8806
Otospermophilus variegatus,-116.07222,37.21711
Otospermophilus variegatus,-115.73389,37.45
Otospermophilus variegatus,-114.51111,37.644
Otospermophilus variegatus,-111.0578,31.3886
Otospermophilus variegatus,-113.9,35.075
Otospermophilus variegatus,-109.189,31.8726
Otospermophilus variegatus,-109.275,31.9033
Otospermophilus variegatus,-109.1919,31.9136
Otospermophilus variegatus,-109.2183,31.9202
Otospermophilus variegatus,-111.4075,35.205
Otospermophilus variegatus,-111.5033,35.3642
Otospermophilus variegatus,-113.85222,40.00917
Otospermophilus variegatus,-111.8085,40.7257
Otospermophilus variegatus,-113.1458,36.4022
Otospermophilus variegatus,-110.3499,36.845
Otospermophilus variegatus,-115.64978,38.3104
Otospermophilus variegatus,-105.55861,37.754422
Otospermophilus variegatus,-103.804475,37.558982
Otospermophilus variegatus,-109.54917,38.57333
Otospermophilus variegatus,-112.1386,36.0544
Otospermophilus variegatus,-111.84917,40.75472
Otospermophilus variegatus,-111.77993,40.7644
Otospermophilus variegatus,-111.8382,40.77615
Otospermophilus variegatus,-111.83145,40.78395
Otospermophilus variegatus,-111.87105,40.80265
Otospermophilus variegatus,-111.86195,40.80525
Otospermophilus variegatus,-111.6001,37.77761
Otospermophilus variegatus,-111.83148,39.71004
Otospermophilus variegatus,-111.84778,40.765
Otospermophilus variegatus,-110.76363,39.56357
Otospermophilus variegatus,-106.337502,35.570835
Otospermophilus variegatus,-103.90586,30.59827
Otospermophilus variegatus,-103.894,30.60252
Otospermophilus variegatus,-103.91773,30.60853
Otospermophilus variegatus,-103.92959,30.6188
Otospermophilus variegatus,-104.167,30.633
Otospermophilus variegatus,-105.999942,38.650694
Otospermophilus variegatus,-115.3861,35.1303
Otospermophilus variegatus,-111.85806,40.77722
Otospermophilus variegatus,-111.83255,40.81465
Otospermophilus variegatus,-115.42377,35.17113
Otospermophilus variegatus,-115.372295,35.289238
Otospermophilus variegatus,-115.54932,35.44097
Otospermophilus variegatus,-115.4612,35.16
Otospermophilus variegatus,-115.405655,35.197793
Otospermophilus variegatus,-115.5283,34.9477
Otospermophilus variegatus,-111.83645,40.7781
Otospermophilus variegatus,-103.894,30.588
Otospermophilus variegatus,-113.51,37.39
Otospermophilus variegatus,-115.58796,35.54264
Otospermophilus variegatus,-111.79722,40.71194
Otospermophilus variegatus,-111.81028,40.75056
Otospermophilus variegatus,-111.71045,40.79435
Otospermophilus variegatus,-111.88282,41.25016
Urocitellus armatus,-111.32,44.115
Urocitellus armatus,-111.66006,39.55518
Urocitellus armatus,-111.94306,41.49583
Urocitellus armatus,-111.81278,41.92278
Urocitellus armatus,-110.71054,40.35513
Urocitellus armatus,-112.4955,42.8547
Urocitellus armatus,-112.36,42.68
Urocitellus armatus,-112.51,42.83
Urocitellus armatus,-111.45958,38.77065
Urocitellus armatus,-112.39,42.78
Urocitellus armatus,-112.21,42.82
Urocitellus armatus,-112.49,42.85
Urocitellus armatus,-112.3628,42.766
Urocitellus armatus,-111.49722,40.64611
Urocitellus armatus,-111.83361,41.73556
Urocitellus armatus,-111.848,40.7585
Urocitellus armatus,-111.83645,40.7781
Urocitellus armatus,-113.5219,42.3718
Urocitellus armatus,-110.85714,44.64504
Urocitellus armatus,-111.67405,40.743
Urocitellus armatus,-111.7202,40.7504
Urocitellus armatus,-111.69111,40.75056
Urocitellus armatus,-111.58874,40.9038
Urocitellus armatus,-113.636,42.3237
Urocitellus armatus,-113.5606,42.2483
Urocitellus armatus,-113.3488,42.3064
Urocitellus armatus,-113.3417,42.1294
Urocitellus armatus,-112.1868,43.2469
Urocitellus armatus,-113.2994,43.6367
Urocitellus armatus,-111.8394,40.7694
Urocitellus armatus,-111.74455,40.77182
Urocitellus armatus,-111.84,40.77199
Urocitellus armatus,-113.7033,44.1569
Urocitellus armatus,-111.77993,40.7644
Urocitellus armatus,-111.84778,40.765
Urocitellus armatus,-111.9108,44.3319
Urocitellus armatus,-111.5788,42.3217
Urocitellus armatus,-111.4828,42.3919
Urocitellus armatus,-111.5631,42.3486
Urocitellus armatus,-110.57801,41.82324
Urocitellus armatus,-111.79415,40.6998
Urocitellus armatus,-111.81115,40.82065
Urocitellus armatus,-111.03194,40.48139
Urocitellus armatus,-111.82565,40.71525
Urocitellus armatus,-111.83111,40.76361
Urocitellus beldingi,-120.097959,38.906174
Urocitellus beldingi,-118.7,41.69
Urocitellus beldingi,-120.310479,39.44296
Urocitellus beldingi,-120.328223,41.799895
Urocitellus beldingi,-120.5446,41.4898
Urocitellus beldingi,-120.344282,41.436398
Urocitellus beldingi,-120.217821,41.41896
Urocitellus beldingi,-119.937438,38.762803
Urocitellus beldingi,-119.481064,37.815012
